date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:01	32998/32998	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202023%2010:41:59%20GMT	https://data.themeim.com/html/tutorgo/blog.html	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/blog.html	(from https://data.themeim.com/html/tutorgo/)
10:16:01	34788/34788	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202023%2010:42:15%20GMT	https://data.themeim.com/html/tutorgo/blog-details.html	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/blog-details.html	(from https://data.themeim.com/html/tutorgo/)
10:16:01	24557/24557	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202023%2010:40:48%20GMT	https://data.themeim.com/html/tutorgo/contact.html	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/contact.html	(from https://data.themeim.com/html/tutorgo/)
10:16:02	6218/6218	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/logo/logo.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/logo/logo.png	(from https://data.themeim.com/html/tutorgo/)
10:16:02	197305/197305	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/hero/hero-img-1.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/hero/hero-img-1.png	(from https://data.themeim.com/html/tutorgo/)
10:16:02	2842/2842	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/book-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/book-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:02	637/637	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/circle-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/circle-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:03	1820/1820	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/dots-shapes.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/dots-shapes.png	(from https://data.themeim.com/html/tutorgo/)
10:16:03	143338/143338	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/line-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/line-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:03	1651/1651	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/lines-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/lines-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:04	1712/1712	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/role-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/role-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:04	2586/2586	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-1.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-1.png	(from https://data.themeim.com/html/tutorgo/)
10:16:04	4089/4089	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-2.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-2.png	(from https://data.themeim.com/html/tutorgo/)
10:16:04	1829/1829	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-3.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-3.png	(from https://data.themeim.com/html/tutorgo/)
10:16:05	1785/1785	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-4.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-4.png	(from https://data.themeim.com/html/tutorgo/)
10:16:05	2640/2640	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-5.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-5.png	(from https://data.themeim.com/html/tutorgo/)
10:16:05	2054/2054	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/brand/brand-6.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/brand/brand-6.png	(from https://data.themeim.com/html/tutorgo/)
10:16:06	3189/3189	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/design-icon.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/design-icon.png	(from https://data.themeim.com/html/tutorgo/)
10:16:06	2659/2659	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/man-cions.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/man-cions.png	(from https://data.themeim.com/html/tutorgo/)
10:16:06	1438/1438	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/code-cions.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/code-cions.png	(from https://data.themeim.com/html/tutorgo/)
10:16:06	1114/1114	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/bag-icon.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/bag-icon.png	(from https://data.themeim.com/html/tutorgo/)
10:16:07	3209/3209	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/music-icons.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/music-icons.png	(from https://data.themeim.com/html/tutorgo/)
10:16:07	2444/2444	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/doller-icon.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/doller-icon.png	(from https://data.themeim.com/html/tutorgo/)
10:16:07	1683/1683	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/cal-icon.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/cal-icon.png	(from https://data.themeim.com/html/tutorgo/)
10:16:08	1954/1954	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/pen-icon.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/pen-icon.png	(from https://data.themeim.com/html/tutorgo/)
10:16:08	101866/101866	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/about/about-1.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/about/about-1.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:08	51644/51644	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/about/about-2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/about/about-2.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:08	7910/7910	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/about-shapes.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/about-shapes.png	(from https://data.themeim.com/html/tutorgo/)
10:16:09	3963/3963	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/ring-shape.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/ring-shape.png	(from https://data.themeim.com/html/tutorgo/)
10:16:09	33884/33884	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-2.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:09	2589/2589	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-2.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:10	27423/27423	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-1.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-1.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:10	2489/2489	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-1.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-1.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:11	28916/28916	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-4.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-4.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:11	2963/2963	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-4.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-4.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:12	28208/28208	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-3.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-3.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:12	2503/2503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-3.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-3.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:13	31961/31961	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-5.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-5.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:13	2570/2570	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-5.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-5.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:13	36274/36274	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/courses-6.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/courses-6.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:14	2770/2770	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-6.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/courses/avata/course-avata-6.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:14	2889/2889	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/event-line-1.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/event-line-1.png	(from https://data.themeim.com/html/tutorgo/)
10:16:14	4687/4687	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/icons/event-circle.png	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/icons/event-circle.png	(from https://data.themeim.com/html/tutorgo/)
10:16:15	40680/40680	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/event/event-thumb-1.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/event/event-thumb-1.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:15	39118/39118	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/event/event-thumb-2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/event/event-thumb-2.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:15	47173/47173	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/event/event-thumb-3.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/event/event-thumb-3.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:15	39170/39170	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/event/event-thumb-4.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/event/event-thumb-4.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:16	34386/34386	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:16	88551/88551	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-2.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:16	84814/84814	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-3.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-3.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:16	76578/76578	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-4.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/testimonial/testimonial-thumb-4.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:16	34240/34240	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/team/team-1.1.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/team/team-1.1.jpg	(from https://data.themeim.com/html/tutorgo/)
10:16:17	56123/56123	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2021:51:08%20GMT	https://data.themeim.com/html/tutorgo/assets/img/team/team-1.2.jpg	C:/My%20Web%20Sites/terr/data.themeim.com/html/tutorgo/assets/img/team/team-1.2.jpg	(from https://data.themeim.com/html/tutorgo/)
